,0,1,2,3,4,5,6,7
2.9E+12,0.587780859,0.522262092,0.442715712,0.892005658,0.165744204,0.321962645,0.682470233,0.729172221
3E+12,0.466594543,0.460349836,0.808928025,0.897104537,0.095832835,0.348367566,0.726145085,0.887142319
3E+12,0.466594543,0.460349836,0.808928025,0.897104537,0.095832835,0.348367566,0.726145085,0.887142319
3.1E+12,0.64508106,0.410536638,0.842361479,0.940918177,0.146212373,0.349004013,0.703341047,0.872495599
3.1E+12,0.64508106,0.410536638,0.842361479,0.940918177,0.146212373,0.349004013,0.703341047,0.872495599
3.2E+12,0.583928341,0.309607679,0.964749626,0.824043263,0.14221672,0.513945701,0.705251421,0.795367704
3.2E+12,0.583928341,0.309607679,0.964749626,0.824043263,0.14221672,0.513945701,0.705251421,0.795367704
3.3E+12,0.897478675,0.426057987,0.852550418,0.783234408,0.174997883,0.609778196,0.590586858,0.969469797
3.3E+12,0.897478675,0.426057987,0.852550418,0.783234408,0.174997883,0.609778196,0.590586858,0.969469797
3.4E+12,0.85050507,0.385126906,0.613572826,0.81449183,0.192597973,0.694577269,0.673010674,0.906918066
3.4E+12,0.85050507,0.385126906,0.613572826,0.81449183,0.192597973,0.694577269,0.673010674,0.906918066
3.5E+12,0.749672273,0.307415271,0.691495935,0.942918055,0.203211657,0.601685712,0.742536053,0.802398644
3.5E+12,0.749527268,0.307557022,0.691722896,0.942918055,0.203330928,0.601930061,0.742817152,0.802021819
3.6E+12,0.465825778,0.261949835,0.529037372,0.991184717,0.275711052,0.573997212,0.932368342,0.874306242
3.6E+12,0.465621116,0.262088714,0.529227813,0.987533561,0.275859098,0.574293219,0.932942578,0.873699712
3.7E+12,0.451398177,0.374827531,0.461709181,0.929021348,0.191879802,0.552404407,0.944291461,0.826627582
3.7E+12,0.451203446,0.374975621,0.461911107,0.929021348,0.191991312,0.552679336,0.944291461,0.826410656
3.8E+12,0.440784866,0.188148583,0.521147847,0.821078501,0.114643551,0.657832692,0.846253283,0.972128731
3.8E+12,0.440550284,0.188257569,0.521395094,0.821288528,0.114714716,0.657932391,0.846007013,0.972128731
3.9E+12,0.432094353,0.135334173,0.536036873,0.585155568,0.0751969,0.734261802,0.648429609,0.987533561
3.9E+12,0.431957797,0.135398342,0.536231889,0.585463191,0.07524751,0.734532816,0.648140969,0.987533561
4E+12,0.475663532,0.09321997,0.607442474,0.714909177,0.045348944,0.880226539,0.608524527,0.991184717
4E+12,0.475875361,0.093163266,0.607193353,0.714659868,0.045316118,0.879907435,0.608774818,1
4.1E+12,0.620882683,0.085828274,0.841404225,0.810697184,0.053777108,0.772937897,0.573627625,0.809515776
4.1E+12,0.620795571,0.08588664,0.841882088,0.810894859,0.053812505,0.773261953,0.573479922,0.809319642
4.2E+12,0.631809998,0.045329245,0.690816272,0.847242531,0.050719714,0.938984277,0.522696548,0.872495599
4.2E+12,0.631538311,0.045368651,0.690929423,0.847490897,0.050756683,0.939621976,0.522510275,0.871897933
4.3E+12,0.591449725,0.054489754,0.667474653,0.972128731,0.0595218,0.954218664,0.731702983,0.603482482
4.3E+12,0.591214141,0.054533628,0.667681458,0.972128731,0.059565605,0.954218664,0.731301544,0.603236801
4.4E+12,0.601685712,0.061152111,0.708873941,0.967024953,0.138321516,0.967024953,0.65338414,0.539632825
4.4E+12,0.601522928,0.061206214,0.709117362,0.969469797,0.138409201,0.967024953,0.653188123,0.539369816
4.5E+12,0.571860112,0.068918444,0.694462471,0.962612853,0.100566708,0.978409251,0.681268706,0.62527319
4.5E+12,0.572006996,0.068867267,0.694462471,0.96059209,0.100489726,0.978409251,0.681486749,0.625450252
4.6E+12,0.435944708,0.094592186,0.57585222,0.890243371,0.078287598,0.941577143,0.611458423,0.706694005
4.6E+12,0.435760174,0.094664256,0.576001133,0.890243371,0.078346324,0.940266534,0.611289951,0.706452985
4.7E+12,0.376610038,0.151933105,0.48732735,0.88086739,0.13707875,0.73616568,0.780525975,0.536752562
4.7E+12,0.376461042,0.152030571,0.487547781,0.881511812,0.137165552,0.735892725,0.780525975,0.536492111
4.8E+12,0.420409611,0.077389176,0.642243253,0.846747069,0.093674954,0.783234408,0.849241483,0.471041706
4.8E+12,0.420234907,0.077447177,0.642619929,0.846747069,0.093731997,0.782893812,0.849241483,0.470833351
4.9E+12,0.300985154,0.075704656,0.816727376,0.98237051,0.115464891,0.788766333,0.897478675,0.584925066
4.9E+12,0.300819748,0.075749968,0.817136992,0.987533561,0.115554558,0.788066151,0.896731785,0.5847715
5E+12,0.23854698,0.075715981,0.812684053,0.925307751,0.106610531,0.845270677,0.759462865,0.550350602
5E+12,0.238464479,0.0757613,0.812684053,0.925307751,0.106659801,0.844781826,0.759159548,0.550214191
5.1E+12,0.190547561,0.059237904,0.715283625,0.924280542,0.077342809,0.756149789,0.779519787,0.404115858
5.1E+12,0.190642362,0.059203062,0.715283625,0.925307751,0.077296472,0.756448872,0.779854618,0.404363259
5.2E+12,0.153575052,0.083440378,0.795549357,0.923267246,0.069216074,0.726275887,0.932942578,0.374827531
5.2E+12,0.153501103,0.083503283,0.795913194,0.923267246,0.069267528,0.726014356,0.932942578,0.374605551
5.3E+12,0.212660319,0.119353725,0.834410571,0.951745179,0.059798342,0.851268624,0.903666695,0.290261467
5.3E+12,0.212588441,0.119428126,0.834410571,0.951745179,0.05982475,0.850759133,0.903666695,0.290156194
5.4E+12,0.243942391,0.144705134,0.830805452,0.898231168,0.040518375,1,0.98237051,0.277121526
5.4E+12,0.243857614,0.144774313,0.830805452,0.898231168,0.040541719,1,0.987533561,0.276972629
5.5E+12,0.160970221,0.170597434,0.855412239,0.803344133,0.03739086,0.874610644,0.861871249,0.402800102
5.5E+12,0.160892212,0.170653039,0.855938956,0.803344133,0.037412317,0.874610644,0.861871249,0.402718074
5.6E+12,0.1195212,0.157400589,0.880226539,0.79052803,0.041642929,0.935290946,0.79884974,0.421635574
5.6E+12,0.119577083,0.157324546,0.880226539,0.790174392,0.041618919,0.936497986,0.799220098,0.421811148
5.7E+12,0.151543945,0.193544337,0.880226539,0.720078015,0.049909924,0.987533561,0.809908699,0.431730351
5.7E+12,0.15149538,0.193608693,0.879589202,0.720333041,0.049946269,0.987533561,0.809908699,0.431548525
5.8E+12,0.129573455,0.2859848,0.851779949,0.726799826,0.098676408,0.958670317,0.751712474,0.506679723
5.8E+12,0.12951236,0.286088153,0.852293128,0.727062237,0.098736777,0.958670317,0.751712474,0.506562087
5.9E+12,0.148423493,0.360280845,0.738637121,0.696768475,0.110871978,0.839507765,0.955073552,0.508923769
5.9E+12,0.148352345,0.360421004,0.738913394,0.696768475,0.110923416,0.839037332,0.953379518,0.508805235
6E+12,0.127874885,0.496617058,0.764065451,0.63776305,0.126220846,0.724711063,0.956834309,0.63573377
6E+12,0.127814682,0.496844565,0.764065451,0.637948274,0.12630001,0.72445127,0.955073552,0.63573377
6.1E+12,0.157806859,0.42623633,0.534029228,0.696536917,0.121836307,0.629913752,0.88086739,0.530309305
6.1E+12,0.15775601,0.426325543,0.534158342,0.696536917,0.121893391,0.629913752,0.88086739,0.530309305
6.2E+12,0.129187066,0.43882032,0.67587656,0.651235751,0.181607043,0.695152049,0.833501531,0.378029653
6.2E+12,0.129247989,0.438633922,0.675663188,0.651041287,0.181547303,0.695612822,0.833955392,0.378179524
6.3E+12,0.13484334,0.36253245,0.735347791,0.686553507,0.152128109,0.696536917,0.853843982,0.367310186
6.3E+12,0.134758181,0.36267382,0.735620095,0.686776092,0.152176904,0.696305574,0.853843982,0.367094396
6.4E+12,0.196563582,0.406101277,0.678235287,0.738637121,0.138124453,0.611289951,0.793022039,0.369695569
6.4E+12,0.196432592,0.406267371,0.678235287,0.738637121,0.138190106,0.61112158,0.793381016,0.369622968
6.5E+12,0.17448353,0.368175113,0.63426725,0.803723712,0.09729899,0.63190062,0.57929668,0.327073723
6.5E+12,0.174397974,0.368319543,0.634450139,0.804104088,0.09735844,0.631719406,0.57929668,0.326889344
6.6E+12,0.269654077,0.324931165,0.580353159,0.655154735,0.071540584,0.476830497,0.664800819,0.389898731
6.6E+12,0.269510191,0.325236106,0.580807116,0.655352189,0.071625896,0.476511772,0.664187597,0.389507636
6.7E+12,0.224159956,0.414786581,0.507268609,0.593499572,0.058691673,0.38302003,0.926349456,0.324992123
6.7E+12,0.224351439,0.414529756,0.507032913,0.593341372,0.058622695,0.383325467,0.925307751,0.325297139
6.8E+12,0.318079702,0.476936816,0.465672268,0.694233031,0.057244252,0.447336166,0.794101025,0.234181328
6.8E+12,0.317842767,0.477256004,0.465876965,0.694462471,0.057311508,0.446952277,0.794101025,0.233979701
6.9E+12,0.343004383,0.487437545,0.425079104,0.673750664,0.064185867,0.450037807,0.77885181,0.278166635
6.9E+12,0.342742436,0.487878738,0.425345737,0.674174459,0.064261836,0.449650305,0.778518657,0.27791735
7E+12,0.363310927,0.390368787,0.419711447,0.712798228,0.091688115,0.468138186,0.854887518,0.312398585
7E+12,0.363027577,0.390682609,0.419973056,0.713045619,0.091785665,0.467828803,0.854887518,0.31216717
7.1E+12,0.430550552,0.405935281,0.443425378,0.861321017,0.098751875,0.356801095,0.822978331,0.271872396
7.1E+12,0.430278984,0.406184311,0.443709736,0.861871249,0.098857634,0.356524713,0.822554268,0.271678595
7.2E+12,0.330665687,0.501316458,0.508686748,0.66357579,0.072864383,0.318791901,0.820868738,0.29068305
7.2E+12,0.330416287,0.501663277,0.509042351,0.663983505,0.072929627,0.318554269,0.820868738,0.290524865
7.3E+12,0.391468746,0.539764417,0.492663876,0.800709023,0.074292134,0.304094389,0.964749626,0.261787924
7.3E+12,0.391705029,0.539501291,0.49232749,0.799963055,0.074225581,0.304318062,0.967024953,0.261972975
7.4E+12,0.282855169,0.554334337,0.55725324,0.691042624,0.07123224,0.222673093,0.96059209,0.302090864
7.4E+12,0.28260057,0.554749549,0.557532752,0.691269178,0.071306537,0.222483325,0.96059209,0.301924674
7.5E+12,0.454630343,0.484804214,0.538058284,0.519545771,0.075444678,0.181219139,0.962612853,0.179323379
7.5E+12,0.454433422,0.485132091,0.538320124,0.51991471,0.075512405,0.18104043,0.964749626,0.179176241
7.6E+12,0.498670983,0.472190326,0.444184293,0.555026684,0.099024077,0.224083418,0.969469797,0.19076885
7.6E+12,0.498327666,0.472504371,0.444469403,0.555442878,0.099130155,0.223930435,0.972128731,0.190610756
7.7E+12,0.563607677,0.508449918,0.466184282,0.606778637,0.11654598,0.26898343,0.90858793,0.14892261
7.7E+12,0.563464958,0.508805235,0.466594543,0.606944451,0.116654702,0.268792199,0.909434614,0.148779812
7.8E+12,0.591449725,0.582782523,0.408435679,0.487878738,0.126339613,0.252295665,1,0.17955909
7.8E+12,0.591921472,0.582325463,0.408184625,0.487658059,0.126201063,0.252516692,1,0.179706592
7.9E+12,0.622806028,0.543473074,0.262158188,0.411550747,0.073585525,0.224351439,0.813485184,0.172556063
7.9E+12,0.622455346,0.543739774,0.262343563,0.411889603,0.073662458,0.224236526,0.813485184,0.172415307
8E+12,0.611626995,0.509517155,0.28464552,0.460098803,0.060837524,0.192518021,0.855412239,0.14190061
8E+12,0.61112158,0.509873761,0.284953878,0.460400069,0.060900303,0.192358234,0.854887518,0.141787905
8.1E+12,0.605785778,0.514066319,0.275046082,0.343004383,0.069992203,0.180061167,0.760985972,0.185050193
8.1E+12,0.605620638,0.514428468,0.275292132,0.3432666,0.070065116,0.179883779,0.760680476,0.184897599
8.2E+12,0.634450139,0.43236766,0.357979006,0.454039982,0.089556672,0.215012159,0.769088721,0.177741647
8.2E+12,0.63426725,0.432641229,0.358187427,0.454335012,0.089638171,0.214866541,0.768771184,0.177596007
8.3E+12,0.664187597,0.462720219,0.365374394,0.316367152,0.068499992,0.225658736,0.829916832,0.164685811
8.3E+12,0.663779569,0.463024218,0.365588782,0.316602646,0.068571242,0.225504463,0.829916832,0.164579064
8.4E+12,0.638690418,0.382562522,0.518441713,0.270905116,0.090567478,0.301150677,0.904468966,0.190200425
8.4E+12,0.638690418,0.382410191,0.518196926,0.270760396,0.090471333,0.301316318,0.904468966,0.190358123
8.5E+12,0.530564351,0.439473673,0.566476781,0.492103447,0.102135633,0.335770487,0.90287118,0.171909677
8.5E+12,0.530309305,0.439754138,0.566765247,0.49232749,0.102229675,0.33557955,0.90287118,0.171769527
8.6E+12,0.651235751,0.496162569,0.605785778,0.400105964,0.106184569,0.28464552,0.964749626,0.208925349
8.6E+12,0.650846964,0.496389726,0.605785778,0.400349803,0.10626634,0.284440183,0.962612853,0.208784608
8.7E+12,0.696305574,0.461406554,0.615703167,0.429465834,0.078546347,0.334944141,0.972128731,0.164819357
8.7E+12,0.696074444,0.46160827,0.616045519,0.429646333,0.078605282,0.334753832,0.972128731,0.164712511
8.8E+12,0.687221845,0.45999845,0.540027778,0.384013963,0.082341588,0.292536686,1,0.156289461
8.8E+12,0.687221845,0.46019919,0.540555207,0.384167201,0.082416007,0.292324079,1,0.156188892
8.9E+12,0.782553806,0.621580555,0.440409626,0.426147144,0.074871619,0.247665274,0.825977667,0.141675301
8.9E+12,0.782553806,0.621231402,0.440222191,0.425790683,0.074826871,0.247838105,0.825977667,0.141810438
9E+12,0.719060637,0.625450252,0.379005314,0.459397062,0.077238592,0.291369788,0.700502912,0.168911421
9E+12,0.719060637,0.625450252,0.379306231,0.459797849,0.077284892,0.291264002,0.700973683,0.168856467
9.1E+12,0.682360771,0.59270944,0.385396235,0.557392962,0.096074292,0.245945045,0.865221736,0.17640694
9.1E+12,0.682798898,0.59270944,0.385550257,0.557672607,0.096162259,0.245773827,0.864095365,0.176291426
9.2E+12,0.796642999,0.581565295,0.269606105,0.48014447,0.108316517,0.286761101,0.887482549,0.215559275
9.2E+12,0.796642999,0.581869123,0.26970206,0.48014447,0.10838337,0.286553826,0.886127894,0.215413216
9.3E+12,0.790882323,0.582782523,0.284902455,0.622280169,0.095752496,0.27791735,0.90052355,0.245602754
9.3E+12,0.790174392,0.583087631,0.285108215,0.622630632,0.095840142,0.277817715,0.898989391,0.245431827
9.4E+12,0.847242531,0.611626995,0.282651466,0.668717922,0.081038739,0.191434518,0.847242531,0.194447611
9.4E+12,0.847242531,0.611964441,0.282855169,0.669133652,0.081111889,0.191244051,0.847242531,0.194253638
9.5E+12,0.894523556,0.490651309,0.308494709,0.777191566,0.092009059,0.236168432,0.666237215,0.163145684
9.5E+12,0.893077321,0.490205936,0.30826705,0.776531297,0.091925217,0.236249971,0.666649051,0.163357134
9.6E+12,0.891650849,0.582782523,0.305102594,0.751712474,0.117583378,0.244409308,0.755255021,0.232374219
9.6E+12,0.891650849,0.583087631,0.305214884,0.751712474,0.117729792,0.244154491,0.755255021,0.232134546
9.7E+12,0.923267246,0.472504371,0.227091786,0.788066151,0.132648627,0.231656094,0.757649386,0.27931698
9.7E+12,0.923267246,0.472713923,0.227403071,0.788766333,0.132816026,0.231417314,0.757649386,0.278916181
9.8E+12,0.913794865,0.497186157,0.344384048,0.754660563,0.127174476,0.269798059,0.802587349,0.272697985
9.8E+12,0.913794865,0.497414105,0.344647692,0.754660563,0.127334192,0.269510191,0.801083148,0.272406243
9.9E+12,0.86982846,0.494916331,0.344911608,0.813485184,0.111508216,0.28234626,0.741415168,0.229281593
9.9E+12,0.86982846,0.495368898,0.345175797,0.813485184,0.111646309,0.28204147,0.740856814,0.22904576
1E+13,0.936497986,0.478429349,0.335071094,0.854364773,0.12967535,0.365088814,0.8192,0.229754139
1E+13,0.936497986,0.478002134,0.334690428,0.853325124,0.129553086,0.3655173,0.820032299,0.229990851
1.01E+13,0.953379518,0.459196876,0.393364756,0.859683795,0.148186482,0.354050423,0.947145941,0.253181204
1.01E+13,0.956834309,0.459397062,0.393523351,0.859683795,0.148328637,0.353640328,0.947145941,0.25282653
1.02E+13,0.938984277,0.390368787,0.30087487,0.671641936,0.126458505,0.396554238,0.929568022,0.205612827
1.02E+13,0.936497986,0.390682609,0.30109549,0.671641936,0.126656935,0.396233616,0.929568022,0.205405706
1.03E+13,0.975070165,0.359441462,0.339555358,0.710093485,0.150335074,0.46322706,0.845270677,0.165811452
1.03E+13,0.98237051,0.359860816,0.339943463,0.710583019,0.150527758,0.462618957,0.844294588,0.165650109
1.04E+13,0.96059209,0.309865259,0.38958581,0.732642398,0.187728894,0.574663653,0.844294588,0.172246574
1.04E+13,0.96059209,0.310094454,0.390055326,0.732642398,0.187915288,0.574071185,0.844294588,0.171965774
1.05E+13,0.921280254,0.37246921,0.38081589,0.856467693,0.225697324,0.620534397,0.823403481,0.170847821
1.05E+13,0.921280254,0.372909809,0.381118841,0.857531313,0.226006314,0.620186543,0.823403481,0.170625234
1.06E+13,1,0.291158264,0.388182097,0.903666695,0.267031329,0.526635702,0.779854618,0.194059891
1.06E+13,1,0.290841344,0.387871142,0.903666695,0.26674714,0.527139695,0.779854618,0.194318271
1.07E+13,0.925307751,0.297699143,0.400105964,1,0.273966736,0.586465232,0.747650853,0.187047287
1.07E+13,0.923267246,0.298025661,0.400593857,1,0.274162585,0.58584818,0.74707669,0.186861895
1.08E+13,0.964749626,0.423484566,0.36984083,0.96059209,0.25541184,0.550487077,0.820032299,0.17519838
1.08E+13,0.969469797,0.42419214,0.370131592,0.96059209,0.25568114,0.549941558,0.818371783,0.174969262
1.09E+13,0.931798986,0.4144442,0.384627435,0.969469797,0.256491144,0.572595273,0.845270677,0.17704383
1.09E+13,0.931798986,0.414957929,0.385088453,0.964749626,0.256671575,0.572300986,0.845270677,0.176754006
1.1E+13,0.98237051,0.380060002,0.332795742,0.975070165,0.208327974,0.686776092,0.887482549,0.181159546
1.1E+13,1,0.380362103,0.333047538,0.975070165,0.208679126,0.685886914,0.886127894,0.180921404
1.11E+13,0.975070165,0.468138186,0.338652093,0.820032299,0.21512145,0.589882794,0.867504326,0.161988278
1.11E+13,0.975070165,0.467931894,0.338265967,0.820868738,0.214830155,0.590195499,0.86982846,0.162145553
1.12E+13,0.956834309,0.486667047,0.320761283,0.818371783,0.237395107,0.55963763,0.666237215,0.182957233
1.12E+13,0.956834309,0.487107084,0.321001083,0.817547594,0.237723524,0.559074849,0.665415463,0.182776537
1.13E+13,0.964749626,0.468964818,0.377505762,0.936497986,0.207907513,0.471667665,0.622280169,0.191752455
1.13E+13,0.964749626,0.469586333,0.377805003,0.936497986,0.208117618,0.47125021,0.621930144,0.191498056
1.14E+13,0.925307751,0.507622505,0.396875235,0.883467099,0.166404584,0.567921969,0.60961072,0.191625206
1.14E+13,0.925307751,0.507858672,0.397357433,0.883467099,0.166566769,0.567632359,0.608941802,0.191371004
1.15E+13,0.883467099,0.492663876,0.345307995,0.764375889,0.143306552,0.563037219,0.681923389,0.199905264
1.15E+13,0.882159864,0.492888347,0.345704999,0.76375547,0.143534782,0.562752407,0.681050848,0.199704895
1.16E+13,0.874610644,0.500163331,0.408686959,0.883467099,0.134588043,0.63081511,0.687221845,0.151107489
1.16E+13,0.874610644,0.50062404,0.409022353,0.882159864,0.134758181,0.630454216,0.686331116,0.150913965
1.17E+13,0.849241483,0.438540768,0.405520727,0.944291461,0.125392938,0.649104298,0.672905132,0.103683578
1.17E+13,0.850251458,0.438168456,0.405189529,0.947145941,0.125235927,0.649877432,0.673327556,0.10384297
1.18E+13,0.823403481,0.411381473,0.289473099,1,0.140153818,0.644511135,0.646415539,0.140020453
1.18E+13,0.822554268,0.411720124,0.289788118,1,0.14033186,0.644131845,0.645652179,0.139798494
1.19E+13,0.776531297,0.378104578,0.264299863,0.894523556,0.169572479,0.54939705,0.55963763,0.178150173
1.19E+13,0.775873187,0.378404488,0.264580812,0.895990379,0.169848795,0.549125174,0.559356104,0.177974958
1.2E+13,0.790882323,0.33557955,0.24879132,0.886127894,0.185692687,0.672905132,0.541083583,0.171909677
1.2E+13,0.790882323,0.335961569,0.249052066,0.888854163,0.185876732,0.672483389,0.540555207,0.1716855
1.21E+13,0.802587349,0.378104578,0.279819001,0.822554268,0.162040684,0.720588342,0.492663876,0.147242704
1.21E+13,0.802587349,0.378554568,0.28012076,0.822554268,0.1622505,0.720588342,0.492215447,0.147101723
1.22E+13,0.938984277,0.48338763,0.293602688,0.860773048,0.172866192,0.697696855,0.59082193,0.17979516
1.22E+13,0.938984277,0.48295313,0.29338909,0.861871249,0.17264058,0.697696855,0.591135656,0.180031588
1.23E+13,0.944291461,0.498327666,0.319923839,0.816727376,0.246803327,0.678450784,0.439660619,0.158725336
1.23E+13,0.944291461,0.498785511,0.320162815,0.817547594,0.246975422,0.678019969,0.439286848,0.158571835
1.24E+13,0.929568022,0.492439576,0.340981332,0.820032299,0.311589609,0.689912884,0.392573153,0.16452572
1.24E+13,0.931798986,0.492888347,0.341371633,0.820868738,0.311820466,0.689912884,0.392257153,0.164312541
1.25E+13,0.956834309,0.406849485,0.31648487,0.866357972,0.290735802,0.733720731,0.303313207,0.187977467
1.25E+13,0.956834309,0.407016027,0.31683837,0.867504326,0.291052575,0.733720731,0.302979209,0.187728894
1.26E+13,0.921280254,0.382334058,0.290314122,0.929568022,0.332292911,0.754660563,0.327442896,0.14158529
1.26E+13,0.921280254,0.382791179,0.290524865,0.929568022,0.332669939,0.754067734,0.327073723,0.141360544
1.27E+13,0.964749626,0.311474264,0.281534411,0.931798986,0.243561178,0.728907425,0.380967323,0.171797547
1.27E+13,0.964749626,0.311935978,0.281737097,0.931798986,0.243899998,0.727851244,0.380513281,0.171629508
1.28E+13,0.799591202,0.314374683,0.266085493,0.98237051,0.221953004,0.730500753,0.387405375,0.241707883
1.28E+13,0.799591202,0.314141355,0.265614139,0.98237051,0.221650642,0.730500753,0.387871142,0.242127574
